Time,Year,Country Name,Country Code,Foreign direct investment in dollars,GDP dollars,GDP growth annual percent,High-technology exports perc of manufactured exports,Income share held by lowest 20 perc,Inflation GDP deflator annual  percent,Military expenditure percent of GDP,Net official development assistance and official aid received dollars,Poverty headcount ratio at 2.15dollars a day ,"Primary school completion rate, percent of relevant group",Revenue percent of GDP,Tax revenue percent of GDP
2020,YR2020,India,IND,64362364994.3754,2667687951796.5,-6.59608052232176,11.0322567956265,,5.60091923594229,2.88463275049303,1794209960.9375,,94.5591354370117,,
2020,YR2020,Indonesia,IDN,19175077747.8077,1058688935454.78,-2.06500494092904,8.42466417163406,7.1,-0.436578122542599,0.859788806116358,1209829956.05469,3.8,,10.5406338746799,8.31297738716646
2020,YR2020,Italy,ITA,-22090942205.122,1896755301518.14,-9.03995341122885,8.5855725854508,6.3,1.61476964807834,1.53441242416744,,0.8,97.5529403686523,40.5881798223243,24.7681982178478
2020,YR2020,Japan,JPN,60725202927.8587,5040107754084.11,-4.50690454226634,18.6010339335184,,0.906558991455981,1.02993814338068,,,,,
2020,YR2020,"Korea, Rep.",KOR,8764900000,1644312831906.17,-0.709415359397681,35.708519120225,,1.56374685675343,2.77810999277657,,,99.7209930419922,27.90250204791,14.8612576736336
2020,YR2020,Mexico,MEX,31507076728,1090515389749.41,-7.98791234014749,21.5052493872229,5,4.16727410061226,0.749200161725065,793729980.46875,3.1,102.662628173828,19.166842428347,14.286839630072
2020,YR2020,Netherlands,NLD,-218712376706.774,909793466661.481,-3.88608391819609,23.1401963683224,9.2,1.92857201636885,1.48065173904127,,0,,39.6738352604422,24.3732188367042
2020,YR2020,Russian Federation,RUS,9478810000,1489362488439.76,-2.66375751111333,9.13401429438706,7.5,0.657739076440848,4.26344983553312,,0,,27.7457263483746,10.8260461100462
2020,YR2020,Saudi Arabia,SAU,5399157039.57757,703367841222.555,-4.13767037552624,0.608341616083905,,-8.69683951550768,9.22107521544371,,,99.3273086547852,29.6415409473655,8.59939477379627
2020,YR2020,Spain,ESP,36630335495.6506,1276962685648.25,-11.3254383222864,7.76793731321175,6,1.22556634288189,1.36306673749586,,0.9,98.9044799804688,29.5953716897036,13.5817078701132
2020,YR2020,Switzerland,CHE,-257336256171.399,739913619797.445,-2.37556327967653,12.8440544330799,,-0.741152989766164,0.84955321541175,,,99.5712432861328,17.9530848949164,9.37121395922259
2020,YR2020,Turkiye,TUR,7700000000,720289368333.191,1.9400322454902,3.15272447974192,,14.8528234526725,2.43221195824748,538140014.648438,,93.5774917602539,30.2730068055677,17.6649402511587
2020,YR2020,United Kingdom,GBR,132476034789.015,2704609160088.15,-11.0308584551979,22.9971627452191,7.6,5.93314681453445,2.24079815323013,,0.5,99.4334030151367,33.6685637141554,24.7381249662257
2020,YR2020,United States,USA,148912000000,21060473613000,-2.76780251140578,19.4838486918049,5.6,1.30491207120562,3.71788506411202,,0.2,100.923667907715,17.8002554400579,10.1352701711438
2021,YR2021,Argentina,ARG,6782348887.21716,487227339102.67,10.3982494646904,4.42289139264312,5.1,54.1524119419346,0.565318000558816,153529998.779297,1,,18.0518995263818,11.4844172195763
2021,YR2021,Australia,AUS,24789073110.7841,1552667363236.06,2.23621243944461,22.3902304215337,,2.80089983637042,1.97842253315993,,,,25.7706740805578,23.1275046036399
2021,YR2021,Brazil,BRA,46439071565.28,1608981456325.08,4.61942162067312,9.00153466515671,3.3,11.0963704317785,1.19080984797947,1108930053.71094,5.8,,28.374225418598,14.6784811132123
2021,YR2021,China,CHN,333979029130.32,17734062645371.4,8.1097925807738,29.9578149531835,,4.37178689808873,1.73634051023639,-565359985.351563,,,,
2021,YR2021,France,FRA,88427620691.4788,2957879759263.52,6.81658913649873,21.9194645704804,,1.33331842600242,1.9453822620282,,,,42.5461939245143,23.9683390180217
2021,YR2021,Germany,DEU,73654317282.4669,4259934911821.64,2.62698726672524,15.2255467632681,,3.05760069776311,1.3373843362163,,,,29.2527798986604,11.2252932602207
2021,YR2021,India,IND,44727277562.881,3176295065497.24,8.68122873083119,10.2122155392107,,9.96641666093755,2.65779003056586,3118699951.17188,,97.3657073974609,,
2021,YR2021,Indonesia,IDN,21213080329.8583,1186092991320.04,3.69124011191289,7.20344630519066,7,6.01527434702514,0.695925939497677,612380004.882813,3.5,,11.819593975797,9.09720489838952
2021,YR2021,Italy,ITA,18911500067.3882,2107702842669.73,6.73727712298924,8.19920855677283,,0.538692422604541,1.52273013693492,,,,41.2794161152793,25.4907493076515
2021,YR2021,Japan,JPN,33092988100.8984,4940877780755.33,1.65707111732294,17.9759739407267,,-0.875626752687538,1.07351519547696,,,,,
2021,YR2021,"Korea, Rep.",KOR,22060400000,1810955871380.98,4.14532395430925,,,2.49767572110819,2.77701963271063,,,,30.0571700616893,16.803723607088
2021,YR2021,Mexico,MEX,33349798109,1272839334119.3,4.72056529768081,19.8038345878397,,5.16409565543347,0.680130763342781,561229980.46875,,,18.9732979822363,13.8720298113292
2021,YR2021,Netherlands,NLD,-141741529237.018,1012846760976.73,4.86321914933848,21.9492057903302,,2.52482146698544,1.42245070291373,,,,39.7919790367557,24.7555923003984
2021,YR2021,Russian Federation,RUS,40449990000,1778782625793.74,4.74958409996398,9.68811418338039,,16.4671605800052,4.0800661964948,,,,27.3287165315417,12.0280703006864
2021,YR2021,Saudi Arabia,SAU,19285643584.6399,833541236569.315,3.24092976848051,,,14.7869918759162,6.5944758807284,,,104.875267028809,,
2021,YR2021,Spain,ESP,43909506910.5327,1427380681294.55,5.5195949732682,9.39258335647231,,2.30097428940911,1.37078152163816,,,,30.8476171694389,15.2250253140013
2021,YR2021,Switzerland,CHE,9312168738.17442,800640155387.26,4.22171657654073,14.2377796007648,,1.05986290559228,0.711642799984427,,,,18.7723344896364,10.2546515115504
2021,YR2021,Turkiye,TUR,13325000000,819035182929.585,11.3534964080772,3.28355884557685,,28.9505861055085,2.06389646247387,1055560058.59375,,,29.9936678621093,17.8817572111649
2021,YR2021,United Kingdom,GBR,5922252759.15616,3131377762925.95,7.52491037367686,23.8536838150556,,0.369254420891068,2.22322827028005,,,,34.9926978124183,26.3057080047349
2021,YR2021,United States,USA,448324000000,23315080560000,5.94548476122172,19.8938692003858,,4.4927922357685,3.48321575578739,,,,18.6563206968391,11.2336202024258
2022,YR2022,Argentina,ARG,,,,,,,,,,,,
2022,YR2022,Australia,AUS,,,,,,,,,,,,
2022,YR2022,Brazil,BRA,90572486882.65,,,,,,,,,,,
2022,YR2022,China,CHN,,,,,,,,,,,,
2022,YR2022,France,FRA,,,,,,,,,,,,
2022,YR2022,Germany,DEU,,,,,,,,,,,,
2022,YR2022,India,IND,,,,,,,,,,,,
2022,YR2022,Indonesia,IDN,21652074479.8757,,,,7.3,,,,2.5,,,
2022,YR2022,Italy,ITA,,,,,,,,,,,,
2022,YR2022,Japan,JPN,,,,,,,,,,,,
2022,YR2022,"Korea, Rep.",KOR,17996000000,,,,,,,,,,,
2022,YR2022,Mexico,MEX,,,,,,,,,,,,
2022,YR2022,Netherlands,NLD,,,,,,,,,,,,
2022,YR2022,Russian Federation,RUS,,,,,,,,,,,,
2022,YR2022,Saudi Arabia,SAU,,,,,,,,,,,,
2022,YR2022,Spain,ESP,,,,,,,,,,,,
2022,YR2022,Switzerland,CHE,,,,,,,,,,,,
2022,YR2022,Turkiye,TUR,13005000000,,,,,,,,,,,
2022,YR2022,United Kingdom,GBR,,,,,,,,,,,,
2022,YR2022,United States,USA,,,,,,,,,,,,
