Time,Year,Country Name,Country Code,Foreign direct investment in dollars,GDP dollars,GDP growth annual percent,High-technology exports perc of manufactured exports,Income share held by lowest 20 perc,Inflation GDP deflator annual  percent,Military expenditure percent of GDP,Net official development assistance and official aid received dollars,Poverty headcount ratio at 2.15dollars a day ,"Primary school completion rate, percent of relevant group",Revenue percent of GDP,Tax revenue percent of GDP
2014,YR2014,Indonesia,IDN,25120732059.5134,890814755233.225,5.006668425755,9.28173381872641,7,5.44317454935612,0.777855178232831,-381940002.441406,9.3,103.451530456543,14.6165291085025,10.8355237532905
2014,YR2014,Italy,ITA,17032744039.0433,2162009615996.54,-0.00454754236383792,7.73541373861765,6.2,0.913241261981469,1.28296965427672,,1.2,100.112739562988,39.9018536006021,24.8410721949095
2014,YR2014,Japan,JPN,19752249424.0871,4896994405353.29,0.296205514142628,17.7512784757847,,1.68629478626674,0.966999334469794,,,,,
2014,YR2014,"Korea, Rep.",KOR,9273600000,1484318219633.63,3.2024537945736,30.0582338141868,7.5,0.906896750615815,2.52993578083201,,0.2,96.1553192138672,24.9884443554289,13.2411616632556
2014,YR2014,Mexico,MEX,28441845366,1315351183524.54,2.84977325490688,20.197391030004,4.7,4.43971916284347,0.513829957307541,814890014.648438,3.7,110.508842468262,18.3495780531896,10.6256050549437
2014,YR2014,Netherlands,NLD,117627297064.437,892167986713.722,1.42339539510084,24.5263008154745,8.8,0.253185732004795,1.15968789088093,,0.1,,39.0690332956102,20.6364286139734
2014,YR2014,Russian Federation,RUS,22031340000,2059241965490.83,0.736267221415574,12.0883255998585,6.6,7.49007111733965,4.11299297822323,,0,99.9340286254883,27.1517347071711,13.2553613046452
2014,YR2014,Saudi Arabia,SAU,8011786666.66667,756350347320.381,3.65248566592824,0.590576497048557,,-2.27000178681914,10.6779100633935,,,,36.672282139621,2.77137882035696
2014,YR2014,Spain,ESP,32943256862.6093,1371820537888.62,1.39577536727975,6.91096223763001,5.7,-0.223722667699661,1.25445910412941,,0.8,100.101898193359,28.4856402429576,14.1352768911339
2014,YR2014,Switzerland,CHE,21003091521.7734,726537808338,2.34988127508626,26.6576145567795,7.8,-0.653123803620176,0.628104287683469,,0,95.5764617919922,17.1322484585604,9.08733953197482
2014,YR2014,Turkiye,TUR,13337000000,938952628604.067,4.9397151613658,3.37964066838788,5.8,7.38951863770303,1.87196655112723,3446770019.53125,0.2,91.397819519043,30.3097485220209,17.9458170478531
2014,YR2014,United Kingdom,GBR,58890445252.714,3065223279583.79,3.19970262614801,22.1921753523603,7.5,1.27779694526409,2.16859461569683,,0.2,,32.8245725448472,24.8610311102427
2014,YR2014,United States,USA,251856000000,17550680174000,2.28777593255359,20.4671436511588,5.2,1.86989137220993,3.69589465026568,,1.2,,18.9125957916849,10.9331808281859
2015,YR2015,Argentina,ARG,11758994011.286,594749285413.212,2.73115982828944,9.22569178201485,,26.5799916024707,0.850128583186764,-18870000.8392334,,102.973739624023,22.1490803040164,12.3365069418291
2015,YR2015,Australia,AUS,46892808567.8516,1350615691821.28,2.1527359059391,19.6853148062394,,-0.594336116311538,1.95091845038356,,,,24.5217627001703,21.8829486756956
2015,YR2015,Brazil,BRA,64738153494.44,1802214373741.32,-3.54576339269425,14.485714883982,3.6,7.56617501207116,1.36551715396161,1003190002.44141,3.9,,29.25143160027,13.6296293654077
2015,YR2015,China,CHN,242489331627.399,11061553079876.4,7.04132887877194,30.4219454271799,6.4,-0.002944093607951,1.75071776735043,-306290008.544922,1.2,,16.0430230597199,9.37692044712997
2015,YR2015,France,FRA,42825414105.9409,2439188643162.5,1.1129123405747,28.1846092902506,7.9,1.13824878533235,1.87225828127684,,0.1,,44.0369772637953,23.197715462657
2015,YR2015,Germany,DEU,62422464518.9406,3357585719351.56,1.49193152760772,17.8212320062987,8,1.85367882408802,1.13733842666332,,0,98.9182968139648,28.506004269409,11.4787289586211
2015,YR2015,India,IND,44009492129.5319,2103587813812.75,7.99625378571471,8.02187885520723,8.4,2.27958810846063,2.45745060051391,3174350097.65625,18.7,97.7113189697266,12.4152095425778,10.5697090519718
2015,YR2015,Indonesia,IDN,19779127976.9576,860854235065.079,4.87632230022123,8.88659188953119,6.9,3.98024266013961,0.882266734481239,-28459999.0844727,8.3,,12.9666993353049,10.7534877772096
2015,YR2015,Italy,ITA,13303439230.2377,1836637711060.55,0.778304350716581,8.1509013864216,5.9,0.931863574759717,1.20822832564616,,1.9,99.8095474243164,39.7727375698868,24.739527170909
2015,YR2015,Japan,JPN,5252218412.39172,4444930651964.18,1.56062669674904,18.0189719802561,,2.111298993275,0.959251330366382,,,,,
2015,YR2015,"Korea, Rep.",KOR,4104100000,1465773245547.15,2.80910326824133,31.210776472633,,3.18559596664953,2.4949812140441,,,101.410797119141,24.8139902551051,13.1581443398916
2015,YR2015,Mexico,MEX,36247163894,1171867608197.72,3.29315152833387,19.5702756004549,,2.83508621841817,0.466676122422583,321070007.324219,,104.909820556641,19.0174940285622,12.7823935220231
2015,YR2015,Netherlands,NLD,332926404423.871,765572770634.375,1.95916972105708,24.0463070891126,8.9,0.772727976651382,1.13271150479415,,0.1,,38.1231811805081,21.1606242246467
2015,YR2015,Russian Federation,RUS,6852970000,1363481063446.77,-1.97271922637542,15.952124855876,6.9,7.24973590741396,4.87151474680202,,0,100.2978515625,24.4720476684928,10.6420948088217
2015,YR2015,Saudi Arabia,SAU,8141026666.66667,654269739552.019,4.10639386440421,0.787293723567586,,-16.9085341825722,13.3256723349734,,,,24.9721264471955,3.33440455536542
2015,YR2015,Spain,ESP,23037070821.4533,1196156971279.69,3.83851887667484,6.88735849434648,5.8,0.545318262109149,1.27082378270029,,0.9,103.359680175781,27.7701717478657,14.199623037737
2015,YR2015,Switzerland,CHE,118752400108.647,694118186379.628,1.64462768699285,27.0506497570839,7.8,-1.2650568747671,0.643890850794054,,0,95.7734680175781,17.7461514139277,9.55617901664748
2015,YR2015,Turkiye,TUR,19263000000,864316670330.882,6.08448690443663,3.43602412158813,5.6,7.84491693010263,1.81284829274449,2141260009.76563,0.2,92.2330932617188,30.5309064062257,18.1807806755588
2015,YR2015,United Kingdom,GBR,45333483122.0899,2934857946213.47,2.393103183986,22.3227523454659,7.5,0.712571162002718,2.02904477306621,,0.2,102.010498046875,32.983064011519,24.9898750545289
2015,YR2015,United States,USA,511434000000,18206020741000,2.70636958176399,21.3809410798361,5.3,1.00054163291141,3.47784516633609,,1.2,,19.0920599808626,11.2290084092682
2016,YR2016,Argentina,ARG,3260164341.77393,557531376217.967,-2.08032784377811,8.98239130251102,4.9,41.1193799882279,0.813140077928875,2619999.88555908,0.7,103.893569946289,21.2567013071388,12.0972836411962
2016,YR2016,Australia,AUS,42969505135.1666,1206535157956.03,2.73054799209893,20.6098142642049,7.4,-0.605177488071192,2.08449685196637,,0.5,,24.8687511236545,22.2770760006709
2016,YR2016,Brazil,BRA,74294627801.19,1795700168991.49,-3.27591690782192,15.999958400192,3.3,8.10360435870246,1.34797541299482,674630004.882813,4.7,,29.6701052640299,13.7104309816062
2016,YR2016,China,CHN,174749584584.051,11233276536737.2,6.84876220493844,30.2426414089164,6.5,1.40734602722661,1.77069571932743,-791429992.675781,0.8,,15.6299264256542,9.12291556058215
2016,YR2016,France,FRA,32803666728.594,2472964344587.17,1.09546440372048,27.9094627128882,8,0.522559343400445,1.91728236804142,,0.1,,43.8578076735945,23.0648275010082
2016,YR2016,Germany,DEU,64707795193.3633,3469853463945.53,2.22999986782015,18.0793257800525,7.9,1.32775222269545,1.14965448490146,,0,97.9372024536133,28.4051946891927,11.2961202523973
2016,YR2016,India,IND,44458571545.798,2294797980509.01,8.25630550179086,7.66035723093902,8.3,3.23797495080767,2.54315118788674,2679040039.0625,18.1,96.2306976318359,12.8510169890546,11.1477384183764
2016,YR2016,Indonesia,IDN,4541713739.23769,931877364177.742,5.03306918280177,7.99841796063373,6.8,2.43892408688207,0.792220213496852,-108279998.779297,7.5,,12.4738232736136,10.3363487033276
2016,YR2016,Italy,ITA,25656663794.7916,1877071687633.78,1.29346273155907,8.2895405832385,6.1,1.13435002037254,1.33483525169556,,1.6,97.7497100830078,39.9518382853316,25.0703095459877
2016,YR2016,Japan,JPN,40954181468.5533,5003677627544.24,0.753826745903538,17.5921112166358,,0.419944376057259,0.929516816486597,,,,,
2016,YR2016,"Korea, Rep.",KOR,12104300000,1500111596236.37,2.94688171508626,30.5237689776385,7.5,1.98603850545349,2.45957788108271,,0.2,98.0155715942383,25.7571874228072,13.981952981677
2016,YR2016,Mexico,MEX,38890034474,1078490651625.31,2.63053242455089,20.6376637466237,4.7,5.60527751287923,0.495064413696788,809340026.855469,3.2,103.969390869141,19.7919935178308,13.5343603549909
2016,YR2016,Netherlands,NLD,241091415379.487,784060430240.08,2.19171371926123,23.9850464132708,8.8,0.454667288773308,1.16362691769596,,0,,39.0605036868044,21.9051101382534
2016,YR2016,Russian Federation,RUS,32538900000,1276786979221.81,0.193690071729534,15.7454663690532,7,2.84422269754501,5.42514770504505,,0,96.1429290771484,24.2684308208386,9.18312209969854
2016,YR2016,Saudi Arabia,SAU,7452533333.33333,644935682011.475,1.67066425675586,1.30485785029967,,-3.0464065444845,9.87273849752759,,,,21.478068170266,3.38998150725739
2016,YR2016,Spain,ESP,44253339407.6722,1233554967011.68,3.03777414172446,7.8011153069532,5.7,0.32209801213854,1.13772803993392,,1.1,101.209732055664,27.336910679995,13.7887869923368
2016,YR2016,Switzerland,CHE,166801396968.929,687895460902.713,2.0686896670996,27.3348969518885,7.6,-0.583291591583972,0.657387011229797,,0,96.8268737792969,17.4501348770275,9.40460314074152
2016,YR2016,Turkiye,TUR,13835000000,869692960365.551,3.32308420845746,3.03809561130311,5.7,8.13047807814451,2.05032460503249,3609090087.89063,0.2,126.765327453613,31.0034219898642,18.2655872255633
2016,YR2016,United Kingdom,GBR,324813224213.021,2699659680997.2,2.16520621052183,23.5459013076868,7.4,1.87860951820822,1.95989496596563,,0.2,100.882553100586,33.4492145633248,25.340529272639
2016,YR2016,United States,USA,474388000000,18695110842000,1.66747207596187,22.4113430026498,5.2,1.00223548021816,3.41346420823965,,1,,18.6656448816577,10.914137483561
2017,YR2017,Argentina,ARG,11516861462.2845,643628665302.155,2.81850297775918,9.2054192542743,5.1,26.0063792819079,0.856137916373543,-1169999.95708466,0.4,99.962760925293,19.3371239744582,10.939623860491
2017,YR2017,Australia,AUS,48198614234.959,1326516328531.56,2.28218364248465,18.0893930210522,,3.74325877767707,1.9992079977286,,,,24.8251108124274,22.0918702681558
2017,YR2017,Brazil,BRA,68885491315.23,2063507864886.88,1.32286905404399,14.3117190041583,3.2,3.67138451275035,1.41448561149999,273890014.648438,5.3,,27.8247298509471,13.605228515206
2017,YR2017,China,CHN,166083755721.649,12310409370892.8,6.94720079330668,30.9072386248438,6.4,4.2326819752908,1.74645507017874,-989940002.441406,0.7,,15.8831720481581,9.41931765253418
2017,YR2017,France,FRA,35868111746.0373,2595151045197.65,2.29141999417021,25.9970054154372,8.1,0.521577263305687,1.90864201234437,,0,,44.3613689807169,23.6293346543377
2017,YR2017,Germany,DEU,109505815446.82,3690849152517.65,2.68023111405891,15.8079121202966,7.6,1.50373898915133,1.15404940702975,,0.2,98.8051376342773,28.5563608761126,11.419122418247
2017,YR2017,India,IND,39966091358.7384,2651472946375.05,6.79538341897911,7.36067282279695,8.2,3.96925793352887,2.53146258766694,3198139892.57813,13.4,94.3737487792969,12.7267619005251,11.3874439798125
2017,YR2017,Indonesia,IDN,20510310832.4469,1015618742565.81,5.06978590134916,8.44612317142682,6.7,4.29267812199525,0.865191376221992,280190002.441406,6.6,100.82592010498,12.1766475709039,9.8772930803788
2017,YR2017,Italy,ITA,11138429977.1854,1961796197354.36,1.66785904106857,7.80431332404267,6,0.726343220957816,1.35737055917772,,1.4,98.8169784545898,39.4638858343764,24.683679444024
2017,YR2017,Japan,JPN,18802251208.1069,4930837369151.42,1.67533175166503,17.5655052337407,,-0.0743495037290813,0.913229492309334,,,,,
2017,YR2017,"Korea, Rep.",KOR,17912900000,1623901496835.79,3.15963574012777,32.5456334891575,,2.22278138152841,2.42148886884081,,,91.3551177978516,26.1846800505088,14.4938185341627
2017,YR2017,Mexico,MEX,33107655685,1158913035796.37,2.11312913549695,21.1660503345638,,6.71270642990439,0.436510296383438,754609985.351563,,104.097839355469,19.9806788901901,13.0356726825138
2017,YR2017,Netherlands,NLD,227392560367.595,833869641687.06,2.91090251315005,22.9041323321878,8.8,1.26070715808579,1.15680366756712,,0.2,,39.2269280061126,23.0855413427696
2017,YR2017,Russian Federation,RUS,28557440000,1574199387070.9,1.82579006355112,12.2931503997176,7.1,5.34981508815954,4.24899605173948,,0,,24.4845856851678,10.2884056740183
2017,YR2017,Saudi Arabia,SAU,1418843613.80048,688586094412.68,-0.741528418233386,0.734713771809502,,7.56581176937891,10.223848450965,,,103.334739685059,26.7797418918766,3.384836427853
2017,YR2017,Spain,ESP,31565354023.7855,1313245330197.65,2.97576072924863,6.99860847298044,6.2,1.29921183318382,1.23069077613875,,0.7,100.572547912598,27.2174776256525,13.7149330920127
2017,YR2017,Switzerland,CHE,143235966548.555,695200833086.499,1.36279955711416,14.0234293272484,7.7,-0.367869216813958,0.656917773004311,,0,97.1586837768555,18.1546323700076,10.0616352922898
2017,YR2017,Turkiye,TUR,11190000000,858996263095.858,7.50199748917491,3.23269565316732,5.8,10.9824216683285,2.05006581752215,3147209960.9375,0.1,89.7489013671875,29.4808889933504,17.7181577427261
2017,YR2017,United Kingdom,GBR,125358809934.121,2683399006715.79,2.44357046987986,22.6067220238976,7.5,1.79116422658598,1.91998040214711,,0.2,100.122863769531,33.9448577655338,25.5512688680331
2017,YR2017,United States,USA,380823000000,19477336549000,2.24192121597748,19.2588183686194,5.2,1.89961013996167,3.30938753223376,,1.2,98.8321990966797,19.3721384364215,11.5839041663827
2018,YR2018,Argentina,ARG,11716769818.7543,524819742918.669,-2.61739646282038,5.40298410981277,5,42.0336689575031,0.745498854953045,73220001.2207031,0.8,98.7062530517578,17.7024483876111,9.99239008384335
2018,YR2018,Australia,AUS,60685908478.4727,1428288504767.07,2.88304512347683,18.1015833176943,7.3,1.82915392037633,1.8901120808278,,0.5,,25.8351762557425,23.1974319385011
2018,YR2018,Brazil,BRA,78162724370.35,1916947014067.55,1.783666761634,14.7439120323979,3.1,4.49353433137021,1.46967772350671,444980010.986328,5.3,,28.5828852342878,13.9401079935106
2018,YR2018,China,CHN,235365050036.341,13894817549374.2,6.74977383254181,31.5450983818224,6.5,3.49974763559484,1.73953368321942,-705270019.53125,0.4,,16.5358955398493,9.05268573156699
2018,YR2018,France,FRA,77493098693.2378,2790956878746.66,1.86506607081999,25.9170336616783,8,0.9922245663778,1.84300872300244,,0,,44.0153327584325,24.1708437248498
2018,YR2018,Germany,DEU,166868434546.667,3974443355019.6,0.981232606004738,15.7444628643071,7.9,2.00749244131613,1.16783286716194,,0,100.843322753906,28.9385669078429,11.4569819786358
2018,YR2018,India,IND,42117450737.2644,2702929718960.46,6.45385134497769,9.04035571931841,8.1,3.88424027196118,2.43392206663758,2461989990.23438,11.1,,13.1885329486481,12.0174277483166
2018,YR2018,Indonesia,IDN,18909826043.5105,1042271531011.99,5.17429153955024,8.21282422783857,6.8,3.81832356943335,0.718949726860769,962690002.441406,5.4,102.334838867188,12.9932846600446,10.230143021132
2018,YR2018,Italy,ITA,44249715319.1484,2091932426266.98,0.925810941012742,7.47553192693895,6.1,1.06813204686947,1.35929093471843,,1.5,97.6467208862305,39.362282030079,24.2381807022638
2018,YR2018,Japan,JPN,25289367857.8518,5037835383110.97,0.584068067242868,17.2692413566673,,-0.00171179663183807,0.963259651025478,,,,,
2018,YR2018,"Korea, Rep.",KOR,12182600000,1724845615629.26,2.90740377377135,36.3907065009148,,0.482948983102617,2.49684357635785,,,95.3767700195313,27.4489232783243,15.5363837327673
2018,YR2018,Mexico,MEX,37846775241,1222408203104.3,2.19499472522698,20.8885529516848,4.9,4.94641112250018,0.477494205142032,549210021.972656,2.6,102.255889892578,18.8426114280253,13.0646377793546
2018,YR2018,Netherlands,NLD,-330338474188.053,914043438179.607,2.36091509478513,22.4915436494394,8.9,2.43709074520527,1.2166741818661,,0.1,,39.3019520999707,23.0563304034822
2018,YR2018,Russian Federation,RUS,8784850000,1657329646183.62,2.80724541049418,11.3187435520834,7.1,9.99797671159203,3.69251875943369,,0,101.96321105957,27.5163963231875,11.4687676015317
2018,YR2018,Saudi Arabia,SAU,4247107440.55017,816578674529.141,2.51416579969228,0.543860565416363,,15.6793670588052,9.48635565893277,,,96.7060623168945,29.5810484485917,8.59720386082995
2018,YR2018,Spain,ESP,58626179994.9911,1421702715218.04,2.28446941947622,6.7664727246809,6.2,1.24555241777706,1.2549592398644,,0.8,98.5260162353516,27.9481234928675,14.2257523513966
2018,YR2018,Switzerland,CHE,-160387834479.04,725568717468.001,2.86044579461633,13.3174671835352,7.5,0.764289197175742,0.644026518911441,,0,96.2100830078125,17.6754650084697,9.69102394496102
2018,YR2018,Turkiye,TUR,12450000000,778471900960.981,2.97988525813022,2.67351882884454,5.8,16.4758182074064,2.52369540945235,1189800048.82813,0,88.5277786254883,30.4570221270613,17.2810641374945
2018,YR2018,United Kingdom,GBR,-25055440306.9073,2878152147315.82,1.70502102232903,22.3195579869368,7.3,1.73785288253913,1.91954919793228,,0.5,100.597457885742,33.8606940729857,25.4704947135686
2018,YR2018,United States,USA,214715000000,20533057312000,2.9453848312678,18.4740536431417,5.2,2.40405859264381,3.31115856059771,,1,100.092697143555,17.5979959783594,9.99440399360631
2019,YR2019,Argentina,ARG,6649187837.98606,447754609218.678,-2.00086100285785,5.21279058881723,4.7,49.1955790596612,0.706186670516138,8890000.34332275,0.8,98.5472412109375,18.7362995826707,10.5943975145081
2019,YR2019,Australia,AUS,38959497519.9391,1392227864397.08,2.1713962244835,21.2565688212545,,3.39772301032441,1.8740255612767,,,,26.0859760003658,23.4130769701014
2019,YR2019,Brazil,BRA,69174411753.43,1873274432754.47,1.22077782360842,14.0664586517771,3.1,4.22425886899158,1.37945692518112,272500000,5.4,,29.1518761025088,13.7376948362641
2019,YR2019,China,CHN,187169822364.755,14279937500606.5,5.9505007536746,30.817204339562,6.7,1.28670040769568,1.7278278625043,-608580017.089844,0.1,,16.1005703947583,8.49286376989955
2019,YR2019,France,FRA,53499337503.7413,2728870246705.88,1.84297181445896,26.9114445946556,7.8,1.27859214632949,1.8364614707329,,0.1,,42.9604514211521,24.5146627776513
2019,YR2019,Germany,DEU,71679659388.9599,3888226035921.56,1.05660389828289,16.3846506680047,7.9,2.12438467511859,1.26026775303381,,0,99.0177993774414,29.1743491705199,11.408561409166
2019,YR2019,India,IND,50610647353.5912,2831552222519.99,3.73791851955785,10.2234993586926,8.1,2.39074879218106,2.5191207637745,2550320068.35938,10,91.661491394043,,
2019,YR2019,Indonesia,IDN,24993551748.0098,1119099868265.25,5.01928768046282,8.09203041114749,7.1,1.59848849984144,0.728504561914753,-693369995.117188,4.4,,12.3485384635857,9.75196180827865
2019,YR2019,Italy,ITA,31185214397.3208,2011302198827.45,0.483198316597154,7.75677049995988,6.3,0.938114135013862,1.31276170517382,,1,97.636962890625,40.0853032744023,24.5767049036025
2019,YR2019,Japan,JPN,39960544340.0141,5123318151510.62,-0.240350840922716,17.0001606858597,,0.636888707052748,0.992525304883004,,,,,
2019,YR2019,"Korea, Rep.",KOR,9634300000,1651422932447.77,2.24397786011012,32.4044345764689,,-0.839325308149668,2.65849587788608,,,105.239730834961,27.8801616271049,15.1995665314457
2019,YR2019,Mexico,MEX,29898162512,1269011767478.56,-0.199047772272948,20.4058335844436,,4.12380780868217,0.523250156647001,525039978.027344,,102.465538024902,19.0313460037883,13.141415463459
2019,YR2019,Netherlands,NLD,-14191873238.3687,910194347568.626,1.95558841574046,23.0278496220631,8.6,3.03273379248688,1.32292992136966,,0.1,,39.548001057739,24.0454827779179
2019,YR2019,Russian Federation,RUS,31974770000,1693113904262.89,2.19807571380863,12.8731662900802,7.1,3.26313281835351,3.83211568128629,,0,105.225852966309,27.4804517541099,10.938399737976
2019,YR2019,Saudi Arabia,SAU,4562573670.96759,803616264791.024,0.33378075529167,0.648362907337676,,-1.9147944211863,8.24279935433703,,,96.2288131713867,30.7654204554066,7.30210383063642
2019,YR2019,Spain,ESP,25880652698.1596,1394320055129.41,1.9839662230883,6.84573905992425,6.2,1.44735843001939,1.23383224510296,,0.8,97.4414825439453,28.0339105252213,13.7486320897494
2019,YR2019,Switzerland,CHE,8774913614.47833,721369112726.724,1.14198232505277,12.9085440929224,,-0.103895158007788,0.68642967937478,,,96.3617324829102,17.906411725807,9.90716918660662
2019,YR2019,Turkiye,TUR,9549000000,759937390496.669,0.783610198384551,3.0281378949985,5.4,13.8192559838756,2.68987336447548,696159973.144531,0.4,90.8467712402344,30.7112136873329,16.5476756963403
2019,YR2019,United Kingdom,GBR,19790761929.1277,2857057847953.02,1.60430864787399,23.0832624570095,7.3,2.1134137816924,1.97647959585338,,0.5,101.594688415527,33.4493117245397,25.0393147088835
2019,YR2019,United States,USA,314744000000,21380976119000,2.29443907769311,18.6726517365752,5.1,1.79393050089551,3.42619487015821,,1,100.489051818848,17.4246951087014,9.96086983188497
2020,YR2020,Argentina,ARG,4722648813.09203,385540224628.292,-9.94323513446069,6.90388925607922,4.8,40.0768830264559,0.726855652396672,101699996.948242,1.1,101.345207214355,17.487774002472,10.8715360069805
2020,YR2020,Australia,AUS,15307363569.8504,1326901059123.21,-0.0508853360838941,21.5032648806709,,1.73972809592115,2.01178828555605,,,,25.3104996233842,22.6119503645166
2020,YR2020,Brazil,BRA,37786286307.45,1448559976218.19,-3.87867633397198,11.3500476471567,4.5,5.14022239704326,1.35547020275614,612530029.296875,1.9,,26.1876427196627,12.961219568986
2020,YR2020,China,CHN,253095616058.58,14687673892882,2.23970185692298,31.2755857286816,,0.491448370807205,1.79883350497496,-572809997.558594,,,14.0860868694423,8.09062623388489
2020,YR2020,France,FRA,14725353075.83,2639008701648.26,-7.78458649167871,23.144383968198,8,2.78457652202455,2.00945780464292,,0.1,,42.9506303698513,24.7169730474635
2020,YR2020,Germany,DEU,142778529123.296,3889668895299.62,-3.69678870538043,15.4996316282073,,1.8108102219645,1.38622622907981,,,98.5695571899414,28.9643892254429,10.5623078436497
